symbol,sector,industry,exchange,market_cap_B
DRI,Consumer Cyclical,Restaurants,NYQ,22.87
HAL,Energy,Oil & Gas Equipment & Services,NYQ,22.86
FOXA,Communication Services,Entertainment,NMS,22.77
FOX,Communication Services,Entertainment,NMS,22.77
HUBB,Industrials,Electrical Equipment & Parts,NYQ,22.7
WDC,Technology,Computer Hardware,NMS,22.65
PUK,Financial Services,Insurance - Life,NYQ,22.6
TWLO,Technology,Software - Infrastructure,NYQ,22.48
DVN,Energy,Oil & Gas E&P,NYQ,22.4
RF,Financial Services,Banks - Regional,NYQ,22.39
ON,Technology,Semiconductors,NMS,22.29
WRB,Financial Services,Insurance - Property & Casualty,NYQ,22.29
PINS,Communication Services,Internet Content & Information,NYQ,22.28
IFF,Basic Materials,Specialty Chemicals,NYQ,22.27
WY,Real Estate,REIT - Specialty,NYQ,22.23
ATO,Utilities,Utilities - Regulated Gas,NYQ,22.18
PSTG,Technology,Computer Hardware,NYQ,22.12
CCJ,Energy,Uranium,NYQ,22.01
NTRS,Financial Services,Asset Management,NMS,22.01
EXPE,Consumer Cyclical,Travel Services,NMS,21.94
MDB,Technology,Software - Infrastructure,NGM,21.9
VIK,Consumer Cyclical,Travel Services,NYQ,21.85
BCE,Communication Services,Telecom Services,NYQ,21.82
ZBH,Healthcare,Medical Devices,NYQ,21.79
STE,Healthcare,Medical Devices,NYQ,21.78
VOD,Communication Services,Telecom Services,NMS,21.73
TU,Communication Services,Telecom Services,NYQ,21.7
FTS,Utilities,Utilities - Regulated Electric,NYQ,21.48
CINF,Financial Services,Insurance - Property & Casualty,NMS,21.42
CBOE,Financial Services,Financial Data & Stock Exchanges,BTS,21.39
SBAC,Real Estate,REIT - Specialty,NMS,21.24
IHG,Consumer Cyclical,Lodging,NYQ,21.24
CNP,Utilities,Utilities - Regulated Electric,NYQ,21.23
ES,Utilities,Utilities - Regulated Electric,NYQ,21.13
LII,Industrials,Building Products & Equipment,NYQ,21.09
ERIE,Financial Services,Insurance Brokers,NMS,21.07
ILMN,Healthcare,Diagnostics & Research,NMS,21.05
PBA,Energy,Oil & Gas Midstream,NYQ,21.01
BIIB,Healthcare,Drug Manufacturers - General,NMS,20.97
CFG,Financial Services,Banks - Regional,NYQ,20.96
TECK,Basic Materials,Other Industrial Metals & Mining,NYQ,20.92
EIX,Utilities,Utilities - Regulated Electric,NYQ,20.91
LH,Healthcare,Diagnostics & Research,NYQ,20.89
NRG,Utilities,Utilities - Independent Power Producers,NYQ,20.75
MKC,Consumer Defensive,Packaged Foods,NYQ,20.71
VRSN,Technology,Software - Infrastructure,NMS,20.66
TS,Energy,Oil & Gas Equipment & Services,NYQ,20.65
EME,Industrials,Engineering & Construction,NYQ,20.61
DKNG,Consumer Cyclical,Gambling,NMS,20.46
CTRA,Energy,Oil & Gas E&P,NYQ,20.41
STX,Technology,Computer Hardware,NMS,20.4
ZBRA,Technology,Communication Equipment,NMS,20.22
BBDO,Financial Services,Banks - Regional,NYQ,20.18
TEVA,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,20.16
CG,Financial Services,Asset Management,NMS,20.14
STM,Technology,Semiconductors,NYQ,20.13
TSN,Consumer Defensive,Farm Products,NYQ,20.12
SSNC,Technology,Software - Application,NMS,20.05
BEKE,Real Estate,Real Estate Services,NYQ,20.02
BBD,Financial Services,Banks - Regional,NYQ,19.98
KEY,Financial Services,Banks - Regional,NYQ,19.9
CMS,Utilities,Utilities - Regulated Electric,NYQ,19.72
CLX,Consumer Defensive,Household & Personal Products,NYQ,19.64
EC,Energy,Oil & Gas Integrated,NYQ,19.57
DKS,Consumer Cyclical,Specialty Retail,NYQ,19.56
DOCU,Technology,Software - Application,NMS,19.54
NMR,Financial Services,Capital Markets,NYQ,19.54
PODD,Healthcare,Medical Devices,NMS,19.53
STLD,Basic Materials,Steel,NMS,19.52
TME,Communication Services,Internet Content & Information,NYQ,19.52
Z,Communication Services,Internet Content & Information,NMS,19.39
ZG,Communication Services,Internet Content & Information,NMS,19.39
ONON,Consumer Cyclical,Footwear & Accessories,NYQ,19.36
WSO,Industrials,Industrial Distribution,NYQ,19.36
TRU,Financial Services,Financial Data & Stock Exchanges,NYQ,19.34
IP,Consumer Cyclical,Packaging & Containers,NYQ,19.33
MT,Basic Materials,Steel,NYQ,19.3
AFRM,Technology,Software - Infrastructure,NMS,19.28
COO,Healthcare,Medical Instruments & Supplies,NMS,19.27
CRBG,Financial Services,Asset Management,NYQ,19.27
BLDR,Industrials,Building Products & Equipment,NYQ,19.25
ULTA,Consumer Cyclical,Specialty Retail,NMS,19.11
PKG,Consumer Cyclical,Packaging & Containers,NYQ,19.1
INVH,Real Estate,REIT - Residential,NYQ,19.08
KSPI,Technology,Software - Infrastructure,NMS,18.95
LDOS,Technology,Information Technology Services,NYQ,18.95
ESS,Real Estate,REIT - Residential,NYQ,18.95
SNAP,Communication Services,Internet Content & Information,NYQ,18.94
TER,Technology,Semiconductor Equipment & Materials,NMS,18.86
PFG,Financial Services,Asset Management,NMS,18.86
GRAB,Technology,Software - Application,NMS,18.69
SNA,Industrials,Tools & Accessories,NYQ,18.64
RPRX,Healthcare,Biotechnology,NMS,18.61
L,Financial Services,Insurance - Property & Casualty,NYQ,18.51
AS,Consumer Cyclical,Leisure,NYQ,18.46
NTNX,Technology,Software - Infrastructure,NMS,18.42
LUV,Industrials,Airlines,NYQ,18.42
TRMB,Technology,Scientific & Technical Instruments,NMS,18.42
BBY,Consumer Cyclical,Specialty Retail,NYQ,18.36
MAA,Real Estate,REIT - Residential,NYQ,18.3
CYBR,Technology,Software - Infrastructure,NMS,18.29
AER,Industrials,Rental & Leasing Services,NYQ,18.14
FITBI,Financial Services,Banks - Regional,NMS,18.12
FDS,Financial Services,Financial Data & Stock Exchanges,NYQ,18.04
DGX,Healthcare,Diagnostics & Research,NYQ,18.04
BURL,Consumer Cyclical,Apparel Retail,NYQ,18.02
SOFI,Financial Services,Credit Services,NMS,18.01
FSLR,Technology,Solar,NMS,17.93
YPF,Energy,Oil & Gas Integrated,NYQ,17.87
JBL,Technology,Electronic Components,NYQ,17.79
MOH,Healthcare,Healthcare Plans,NYQ,17.76
GWRE,Technology,Software - Application,NYQ,17.65
CSL,Industrials,Building Products & Equipment,NYQ,17.65
SHG,Financial Services,Banks - Regional,NYQ,17.63
RYAN,Financial Services,Insurance - Specialty,NYQ,17.43
YUMC,Consumer Cyclical,Restaurants,NYQ,17.43
NI,Utilities,Utilities - Regulated Gas,NYQ,17.41
KOF,Consumer Defensive,Beverages - Non-Alcoholic,NYQ,17.39
J,Industrials,Engineering & Construction,NYQ,17.38
DT,Technology,Software - Application,NYQ,17.29
FFIV,Technology,Software - Infrastructure,NMS,17.25
SYM,Industrials,Specialty Industrial Machinery,NGM,17.24
JBHT,Industrials,Integrated Freight & Logistics,NMS,17.22
GEN,Technology,Software - Infrastructure,NMS,17.19
GFL,Industrials,Waste Management,NYQ,17.16
PNR,Industrials,Specialty Industrial Machinery,NYQ,17.13
MAS,Industrials,Building Products & Equipment,NYQ,17.1
OMC,Communication Services,Advertising Agencies,NYQ,17.05
EQH,Financial Services,Asset Management,NYQ,17.05
TPR,Consumer Cyclical,Luxury Goods,NYQ,17
IEX,Industrials,Specialty Industrial Machinery,NYQ,16.99
ARE,Real Estate,REIT - Office,NYQ,16.85
SUI,Real Estate,REIT - Residential,NYQ,16.77
SMCI,Technology,Computer Hardware,NMS,16.7
AZPN,Technology,Software - Application,NMS,16.68
NWSA,Communication Services,Entertainment,NMS,16.62
BALL,Consumer Cyclical,Packaging & Containers,NYQ,16.62
NWS,Communication Services,Entertainment,NMS,16.62
BAX,Healthcare,Medical Instruments & Supplies,NYQ,16.62
WMG,Communication Services,Entertainment,NMS,16.53
RBA,Industrials,Specialty Business Services,NYQ,16.53
USFD,Consumer Defensive,Food Distribution,NYQ,16.52
BAH,Industrials,Consulting Services,NYQ,16.48
HRL,Consumer Defensive,Packaged Foods,NYQ,16.46
ICLR,Healthcare,Diagnostics & Research,NMS,16.44
ALGN,Healthcare,Medical Instruments & Supplies,NMS,16.36
RPM,Basic Materials,Specialty Chemicals,NYQ,16.28
HOLX,Healthcare,Medical Instruments & Supplies,NMS,16.28
CHWY,Consumer Cyclical,Internet Retail,NYQ,16.21
TLK,Communication Services,Telecom Services,NYQ,16.18
GPC,Consumer Cyclical,Auto Parts,NYQ,16.16
FLEX,Technology,Electronic Components,NMS,16.15
OKTA,Technology,Software - Infrastructure,NMS,16.15
ALAB,Technology,Semiconductors,NMS,16.09
CNH,Industrials,Farm & Heavy Construction Machinery,NYQ,16.09
CF,Basic Materials,Agricultural Inputs,NYQ,16.05
DUOL,Technology,Software - Application,NMS,15.98
FNF,Financial Services,Insurance - Specialty,NYQ,15.92
EXPD,Industrials,Integrated Freight & Logistics,NYQ,15.9
ARCC,Financial Services,Asset Management,NMS,15.87
SMMT,Healthcare,Biotechnology,NGM,15.86
JEF,Financial Services,Capital Markets,NYQ,15.85
SFM,Consumer Defensive,Grocery Stores,NMS,15.83
OC,Industrials,Building Products & Equipment,NYQ,15.83
DLTR,Consumer Defensive,Discount Stores,NMS,15.77
UTHR,Healthcare,Biotechnology,NMS,15.68
SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,15.68
UDR,Real Estate,REIT - Residential,NYQ,15.68
RS,Basic Materials,Steel,NYQ,15.67
WES,Energy,Oil & Gas Midstream,NYQ,15.66
DG,Consumer Defensive,Discount Stores,NYQ,15.63
ZTO,Industrials,Integrated Freight & Logistics,NYQ,15.58
XPO,Industrials,Trucking,NYQ,15.56
FIX,Industrials,Engineering & Construction,NYQ,15.55
GFI,Basic Materials,Gold,NYQ,15.55
DPZ,Consumer Cyclical,Restaurants,NMS,15.51
RL,Consumer Cyclical,Apparel Manufacturing,NYQ,15.51
CAVA,Consumer Cyclical,Restaurants,NYQ,15.47
NBIX,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,15.37
RVTY,Healthcare,Diagnostics & Research,NYQ,15.35
CASY,Consumer Cyclical,Specialty Retail,NMS,15.35
ENTG,Technology,Semiconductor Equipment & Materials,NMS,15.33
UMC,Technology,Semiconductors,NYQ,15.32
RCI,Communication Services,Telecom Services,NYQ,15.23
AU,Basic Materials,Gold,NYQ,15.21
BIP,Utilities,Utilities - Diversified,NYQ,15.21
H,Consumer Cyclical,Lodging,NYQ,15.2
MRNA,Healthcare,Biotechnology,NMS,15.17
AVTR,Healthcare,Medical Instruments & Supplies,NYQ,15.16
LINE,Real Estate,REIT - Industrial,NMS,15.13
KIM,Real Estate,REIT - Retail,NYQ,15.13
LNT,Utilities,Utilities - Regulated Electric,NMS,15.11
RGA,Financial Services,Insurance - Reinsurance,NYQ,15.01
AKAM,Technology,Software - Infrastructure,NMS,15.01
EG,Financial Services,Insurance - Reinsurance,NYQ,14.94
AVY,Consumer Cyclical,Packaging & Containers,NYQ,14.92
LOGI,Technology,Computer Hardware,NMS,14.86
APTV,Consumer Cyclical,Auto Parts,NYQ,14.79
EVRG,Utilities,Utilities - Regulated Electric,NMS,14.78
WLK,Basic Materials,Specialty Chemicals,NYQ,14.71
FMS,Healthcare,Medical Care Facilities,NYQ,14.65
JHX,Basic Materials,Building Materials,NYQ,14.59
AMH,Real Estate,REIT - Residential,NYQ,14.58
BAP,Financial Services,Banks - Regional,NYQ,14.54
BEP,Utilities,Utilities - Renewable,NYQ,14.47
DOC,Real Estate,REIT - Healthcare Facilities,NYQ,14.45
DVA,Healthcare,Medical Care Facilities,NYQ,14.45
EPAM,Technology,Information Technology Services,NYQ,14.4
VIV,Communication Services,Telecom Services,NYQ,14.36
XPEV,Consumer Cyclical,Auto Manufacturers,NYQ,14.35
CLS,Technology,Electronic Components,NYQ,14.33
INCY,Healthcare,Biotechnology,NMS,14.29
SWKS,Technology,Semiconductors,NMS,14.27
EWBC,Financial Services,Banks - Regional,NMS,14.25
GGG,Industrials,Specialty Industrial Machinery,NYQ,14.21
TXT,Industrials,Aerospace & Defense,NYQ,14.19
KGC,Basic Materials,Gold,NYQ,14.18
EBR,Utilities,Utilities - Renewable,NYQ,14.18
AMCR,Consumer Cyclical,Packaging & Containers,NYQ,14.09
MORN,Financial Services,Financial Data & Stock Exchanges,NMS,14.09
PFGC,Consumer Defensive,Food Distribution,NYQ,14.07
BSY,Technology,Software - Application,NMS,14.07
COHR,Technology,Scientific & Technical Instruments,NYQ,14
ACM,Industrials,Engineering & Construction,NYQ,13.99
PAA,Energy,Oil & Gas Midstream,NMS,13.93
UNM,Financial Services,Insurance - Life,NYQ,13.92
INSM,Healthcare,Biotechnology,NMS,13.7
PKX,Basic Materials,Steel,NYQ,13.68
ESLT,Industrials,Aerospace & Defense,NMS,13.62
SWK,Industrials,Tools & Accessories,NYQ,13.58
TOL,Consumer Cyclical,Residential Construction,NYQ,13.57
RBRK,Technology,Software - Infrastructure,NYQ,13.57
ITCI,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,13.5
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,NMS,13.46
JLL,Real Estate,Real Estate Services,NYQ,13.42
THC,Healthcare,Medical Care Facilities,NYQ,13.4
MBLY,Consumer Cyclical,Auto Parts,NMS,13.4
CNA,Financial Services,Insurance - Property & Casualty,NYQ,13.39
SUZ,Basic Materials,Paper & Paper Products,NYQ,13.38
FUTU,Financial Services,Capital Markets,NGM,13.33
GLPI,Real Estate,REIT - Specialty,NMS,13.29
CW,Industrials,Aerospace & Defense,NYQ,13.17
KMX,Consumer Cyclical,Auto & Truck Dealerships,NYQ,13.17
REG,Real Estate,REIT - Retail,NMS,13.12
POOL,Industrials,Industrial Distribution,NMS,13.1
ELS,Real Estate,REIT - Residential,NYQ,13.1
BJ,Consumer Defensive,Discount Stores,NYQ,13.08
RKLB,Industrials,Aerospace & Defense,NCM,13.04
FTI,Energy,Oil & Gas Equipment & Services,NYQ,13.02
LAMR,Real Estate,REIT - Specialty,NMS,12.98
BXP,Real Estate,REIT - Office,NYQ,12.9
WIX,Technology,Software - Infrastructure,NMS,12.89
RIVN,Consumer Cyclical,Auto Manufacturers,NMS,12.82
SOLV,Healthcare,Health Information Services,NYQ,12.79
SAIA,Industrials,Trucking,NMS,12.77
MNDY,Technology,Software - Application,NMS,12.74
MANH,Technology,Software - Application,NMS,12.71
JKHY,Technology,Information Technology Services,NMS,12.7
HLI,Financial Services,Capital Markets,NYQ,12.64
GMED,Healthcare,Medical Devices,NYQ,12.63
ACGLO,Financial Services,Insurance - Diversified,NMS,12.61
TKO,Communication Services,Entertainment,NYQ,12.6
RTO,Industrials,Specialty Business Services,NYQ,12.58
NDSN,Industrials,Specialty Industrial Machinery,NMS,12.57
CLH,Industrials,Waste Management,NYQ,12.56
BCH,Financial Services,Banks - Regional,NYQ,12.5
GMAB,Healthcare,Biotechnology,NMS,12.5
NCLH,Consumer Cyclical,Travel Services,NYQ,12.47
GGAL,Financial Services,Banks - Regional,NCM,12.44
UHS,Healthcare,Medical Care Facilities,NYQ,12.44
KVYO,Technology,Software - Infrastructure,NYQ,12.41
CART,Consumer Cyclical,Internet Retail,NMS,12.4
ITT,Industrials,Specialty Industrial Machinery,NYQ,12.38
CIEN,Technology,Communication Equipment,NYQ,12.38
CAG,Consumer Defensive,Packaged Foods,NYQ,12.36
UHAL,Industrials,Rental & Leasing Services,NYQ,12.35
PRMB,Consumer Defensive,Beverages - Non-Alcoholic,NYQ,12.28
WPC,Real Estate,REIT - Diversified,NYQ,12.24
CPT,Real Estate,REIT - Residential,NYQ,12.13
TXRH,Consumer Cyclical,Restaurants,NMS,12.08
BMRN,Healthcare,Biotechnology,NMS,12.08
SNX,Technology,Electronics & Computer Distribution,NYQ,12.06
ROKU,Communication Services,Entertainment,NMS,12.02
GME,Consumer Cyclical,Specialty Retail,NYQ,12.02
SF,Financial Services,Capital Markets,NYQ,12.02
MMYT,Consumer Cyclical,Travel Services,NMS,12
COKE,Consumer Defensive,Beverages - Non-Alcoholic,NMS,11.98
PAYC,Technology,Software - Application,NYQ,11.97
ALLY,Financial Services,Credit Services,NYQ,11.9
NLY,Real Estate,REIT - Mortgage,NYQ,11.84
HST,Real Estate,REIT - Hotel & Motel,NMS,11.84
PCOR,Technology,Software - Application,NYQ,11.83
GTLB,Technology,Software - Infrastructure,NMS,11.81
YMM,Technology,Software - Application,NYQ,11.78
PR,Energy,Oil & Gas E&P,NYQ,11.77
CHRW,Industrials,Integrated Freight & Logistics,NMS,11.76
CRDO,Technology,Semiconductors,NMS,11.71
AUR,Technology,Information Technology Services,NMS,11.7
TECH,Healthcare,Biotechnology,NMS,11.69
ESTC,Technology,Software - Application,NYQ,11.67
RNR,Financial Services,Insurance - Reinsurance,NYQ,11.67
BEN,Financial Services,Asset Management,NYQ,11.65
ACI,Consumer Defensive,Grocery Stores,NYQ,11.62
AR,Energy,Oil & Gas E&P,NYQ,11.61
AFG,Financial Services,Insurance - Property & Casualty,NYQ,11.6
CPB,Consumer Defensive,Packaged Foods,NMS,11.56
EMN,Basic Materials,Specialty Chemicals,NYQ,11.55
JNPR,Technology,Communication Equipment,NYQ,11.54
ALLE,Industrials,Security & Protection Services,NYQ,11.54
RDY,Healthcare,Drug Manufacturers - Specialty & Generic,NYQ,11.51
MTZ,Industrials,Engineering & Construction,NYQ,11.5
FHN,Financial Services,Banks - Regional,NYQ,11.47
PCTY,Technology,Software - Application,NMS,11.46
OVV,Energy,Oil & Gas E&P,NYQ,11.42
MGA,Consumer Cyclical,Auto Parts,NYQ,11.42
SJM,Consumer Defensive,Packaged Foods,NYQ,11.37
SKX,Consumer Cyclical,Footwear & Accessories,NYQ,11.37
CNM,Industrials,Industrial Distribution,NYQ,11.33
SCI,Consumer Cyclical,Personal Services,NYQ,11.3
TAP,Consumer Defensive,Beverages - Brewers,NYQ,11.29
LECO,Industrials,Tools & Accessories,NMS,11.22
SNN,Healthcare,Medical Devices,NYQ,11.21
TFII,Industrials,Trucking,NYQ,11.18
DAY,Technology,Software - Application,NYQ,11.16
SBS,Utilities,Utilities - Regulated Water,NYQ,11.15
PSO,Communication Services,Publishing,NYQ,11.14
BIRK,Consumer Cyclical,Footwear & Accessories,NYQ,11.11
EVR,Financial Services,Capital Markets,NYQ,11.09
PAG,Consumer Cyclical,Auto & Truck Dealerships,NYQ,11.06
PPC,Consumer Defensive,Packaged Foods,NMS,11.04
AIZ,Financial Services,Insurance - Property & Casualty,NYQ,11.04
SQM,Basic Materials,Specialty Chemicals,NYQ,11.03
DOCS,Healthcare,Health Information Services,NYQ,11.03
PCVX,Healthcare,Biotechnology,NMS,11.01
WWD,Industrials,Aerospace & Defense,NMS,11
SEIC,Financial Services,Asset Management,NMS,10.98
RBC,Industrials,Tools & Accessories,NYQ,10.97
TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYQ,10.96
LBRDK,Communication Services,Telecom Services,NMS,10.94
LBRDA,Communication Services,Telecom Services,NMS,10.94
SRPT,Healthcare,Biotechnology,NMS,10.86
MEDP,Healthcare,Diagnostics & Research,NMS,10.85
RADX,Healthcare,Biotechnology,NCM,10.83
FOUR,Technology,Software - Infrastructure,NYQ,10.8
ULS,Industrials,Specialty Business Services,NYQ,10.79
AEG,Financial Services,Insurance - Diversified,NYQ,10.74
NVT,Industrials,Electrical Equipment & Parts,NYQ,10.73
BNT,Financial Services,Insurance - Diversified,NYQ,10.73
FND,Consumer Cyclical,Home Improvement Retail,NYQ,10.73
IPG,Communication Services,Advertising Agencies,NYQ,10.68
SSB,Financial Services,Banks - Regional,NYQ,10.68
BG,Consumer Defensive,Farm Products,NYQ,10.63
APG,Industrials,Engineering & Construction,NYQ,10.59
BWXT,Industrials,Aerospace & Defense,NYQ,10.54
ATR,Healthcare,Medical Instruments & Supplies,NYQ,10.52
RRX,Industrials,Specialty Industrial Machinery,NYQ,10.51
CCK,Consumer Cyclical,Packaging & Containers,NYQ,10.51
NICE,Technology,Software - Application,NMS,10.46
WPP,Communication Services,Advertising Agencies,NYQ,10.43
DTM,Energy,Oil & Gas Midstream,NYQ,10.4
BLD,Industrials,Engineering & Construction,NYQ,10.39
EXAS,Healthcare,Diagnostics & Research,NCM,10.37
WBS,Financial Services,Banks - Regional,NYQ,10.32
FTAI,Industrials,Rental & Leasing Services,NMS,10.31
ARMK,Industrials,Specialty Business Services,NYQ,10.31
KNSL,Financial Services,Insurance - Property & Casualty,NYQ,10.29
AYI,Industrials,Electrical Equipment & Parts,NYQ,10.29
OHI,Real Estate,REIT - Healthcare Facilities,NYQ,10.28
MGM,Consumer Cyclical,Resorts & Casinos,NYQ,10.27
PEN,Healthcare,Medical Devices,NYQ,10.25
GL,Financial Services,Insurance - Life,NYQ,10.25
TLN,Utilities,Utilities - Independent Power Producers,NMS,10.19
ALSN,Consumer Cyclical,Auto Parts,NYQ,10.18
MUSA,Consumer Cyclical,Specialty Retail,NYQ,10.18
VFC,Consumer Cyclical,Apparel Manufacturing,NYQ,10.12
ONTO,Technology,Semiconductor Equipment & Materials,NYQ,10.11
BIO,Healthcare,Medical Devices,NYQ,10.1
HTHT,Consumer Cyclical,Lodging,NMS,10.07
LAD,Consumer Cyclical,Auto & Truck Dealerships,NYQ,10.02
BILL,Technology,Software - Application,NYQ,10.02
BPYPP,Real Estate,Real Estate Services,NMS,10.01
GLBE,Consumer Cyclical,Internet Retail,NMS,10
EHC,Healthcare,Medical Care Facilities,NYQ,10
BRBR,Consumer Defensive,Packaged Foods,NYQ,9.98
AIT,Industrials,Industrial Distribution,NYQ,9.98
DSGX,Technology,Software - Application,NMS,9.96
DOX,Technology,Software - Infrastructure,NMS,9.95
HSIC,Healthcare,Medical Distribution,NMS,9.93
ALB,Basic Materials,Specialty Chemicals,NYQ,9.9
PNW,Utilities,Utilities - Regulated Electric,NYQ,9.89
UWMC,Financial Services,Mortgage Finance,NYQ,9.87
TTEK,Industrials,Engineering & Construction,NMS,9.86
MTSI,Technology,Semiconductors,NMS,9.83
CR,Industrials,Specialty Industrial Machinery,NYQ,9.82
PAC,Industrials,Airports & Air Services,NYQ,9.78
AOS,Industrials,Specialty Industrial Machinery,NYQ,9.76
WTRG,Utilities,Utilities - Regulated Water,NYQ,9.74
CFLT,Technology,Software - Infrastructure,NMS,9.73
LKQ,Consumer Cyclical,Auto Parts,NMS,9.72
DBX,Technology,Software - Infrastructure,NMS,9.69
